compound,cjm_dmso_4hr_01,cjm_dmso_4hr_02,cjm_dmso_4hr_03,cjm_dmso_8hr_01,cjm_dmso_8hr_02,cjm_dmso_8hr_03,cjm_dmso_24hr_01,cjm_dmso_24hr_02,cjm_dmso_24hr_03,cjm_brd_4hr_01,cjm_brd_4hr_02,cjm_brd_4hr_03,cjm_brd_8hr_01,cjm_brd_8hr_02,cjm_brd_8hr_03,cjm_brd_24hr_01,cjm_brd_24hr_02,cjm_brd_24hr_03,639_dmso_4hr_01,639_dmso_4hr_02,639_dmso_4hr_03,639_dmso_8hr_01,639_dmso_8hr_02,639_dmso_8hr_03,639_dmso_24hr_01,639_dmso_24hr_02,639_dmso_24hr_03,639_brd_4hr_01,639_brd_4hr_02,639_brd_4hr_03,639_brd_8hr_01,639_brd_8hr_02,639_brd_8hr_03,639_brd_24hr_01,639_brd_24hr_02,639_brd_24hr_03,blank_01,blank_02,blank_03
"HexCer(d18:1,m16:0)[M+FA-H]-",1.04E+07,1.25E+07,1.26E+07,8740332,1.12E+07,9638765,3909873,9124541,8702997,1.15E+07,1.21E+07,1.27E+07,1.03E+07,1.14E+07,1.01E+07,8264562,7449482,8089568,115644.4,114539.8,134115.9,117469.4,139581.9,78975.7,61431.36,101159.3,105333.2,119919.4,162478.9,135735.9,218806.6,202796.3,169066.8,401613,412862,389878,0,0,0
"HexCer(d18:1,16:0)[M-H]-",738980.8,839501.7,829438.6,658010,832274.7,818125.9,378718.7,813462.4,742591.2,789127.3,905180.3,863438.6,782142.5,795016,762495.5,802312.2,733717.8,839354.5,371139.2,387292.7,379259.5,311944.8,411595,318438,218762.8,301372.8,337246.2,377167.4,454262,426563.3,616171.6,582418.8,606460.8,1344602,1313364,1600397,0,0,0
"HexCer(d18:0,24:0)[M+FA-H]-",694522.6,745775.8,1750920,588144.6,1398224,523283.1,396861.2,1004386,851204.8,1503520,1482461,761690.7,1158709,1349666,722205.2,886118.3,793557.4,409337.9,167694,180338.3,93951.09,138206,129268.7,51602.81,58741.45,78456.45,70089.65,166921.5,195372.9,154501.9,158626.4,181146.2,97293.85,845651.8,985118.5,898974.8,3743.054,0,0
"HexCer(d18:1,18:0)[M+FA-H]-",232721.6,243589.5,251648.6,200208.7,237989.1,228159.2,68155.22,162982,155294.7,222177.6,236695.1,252324.3,236162.9,244274.6,195916.6,171975,167704.9,168986.1,2498771,2416505,2445669,2228820,2393563,1987307,1510660,1747664,1652328,2234134,2375980,2269732,2546984,2398404,2426926,4825082,4830881,5144374,0,0,0
"HexCer(d20:1,24:1)[M+FA-H]-",1068610,1045274,2279980,1075422,2383544,971916.3,688803.7,1552206,1372240,2064370,2266217,926801.7,1983994,2289606,1078711,1670192,1487819,645694.7,261500.5,231859.5,184176.8,252608.2,271601.5,84766.51,166605.4,213987.8,118873.4,247635.6,300009,134901.7,374807.5,372301.6,230376.4,913784.8,868895.8,880516.2,0,0,2549.155
"HexCer(d18:1,20:0)[M+FA-H]-",267958.5,314857.9,329631.8,225493.6,275813.8,241523.4,57124.91,201216,193349.6,287623.7,311003.7,297977.2,272005.5,288782.1,254900.8,211728.7,194589.9,192671.4,245848.1,250763.7,285118.9,242951.7,264918.1,179983.6,99838.09,153055.1,150310.3,244016,322881.7,276182.5,374496.5,320359.2,305497,682325.4,796631.6,789296.2,0,1331.276,1283.734
"HexCer(d18:1,26:0)[M+FA-H]-",984687.4,913866.6,2106740,894901.8,1852800,749192.5,794753.9,2112173,1852174,1874321,1929877,646416.7,1806138,2069655,1145433,2121360,2002218,1145695,51344.95,49894.87,47882.23,34428.08,58091.73,29677.64,44997.88,60777.91,46169.68,52557.01,57784.54,44285.27,75840.29,62340.9,37023.77,152418.5,156056.5,128390.5,0,0,1600.357
"HexCer(d18:1,24:1)[M+FA-H]-",2196398,2543817,2536382,1976492,2344436,2143062,466548.4,1405740,1362772,2269056,2335607,2481744,2558915,2434900,2055230,1607242,1372130,1485105,4120601,3810895,4702698,4061756,4551484,3009960,2161752,3271716,2889579,3924777,5207356,4792668,6431238,5925850,6077266,1.34E+07,1.32E+07,1.61E+07,0,2409.225,1403.604
"HexCer(m19:0,m24:1)[M+FA-H]-",443910.6,404675.5,934440.5,407961.4,819814.7,362667,278760.5,679076.9,600571.9,880207.5,831296.5,320882,841959.2,890434.7,476961.8,750161.6,667298.3,343582.5,124279.2,114329.4,85556.57,127118.6,135115.2,58689.98,76153.06,119971.5,60846.11,113895.2,147404.5,93280.54,154396.2,144992.2,77354.18,255650.2,301250.4,230607,0,0,2030.459
"HexCer(d20:1,m17:0)[M-H]-",55852.99,61494.09,68219.38,38139.07,52376.02,45979.72,8565.437,30064.76,26061.24,52949.75,58140.51,66657.09,50545.77,48525.84,48907.23,30393.52,29864.31,31792.08,151183,164088.5,162935.9,125303.2,142133.4,100780.4,34575.2,43749.19,46066.13,142673.3,181009.9,178800.8,146424.8,120593.8,122473.8,710157.4,854010.2,905888.6,0,0,0
"HexCer(d18:1,24:0)[M+FA-H]-",8046232,7799412,1.63E+07,7541994,1.43E+07,6842640,6229792,1.35E+07,1.34E+07,1.39E+07,1.49E+07,6792998,1.50E+07,1.48E+07,6377130,1.57E+07,1.41E+07,8621851,8201972,8105460,5319238,7723354,8948975,3042608,6220178,8608785,5520068,7772972,9321790,4254077,9849041,9372091,6602768,1.60E+07,1.71E+07,1.06E+07,0,0,0
"HexCer(d17:1,24:0)[M+FA-H]-",1260194,1318797,2470263,1183895,2216403,1282018,717133.5,1518676,1537947,2372774,2175571,1256454,2331012,2349380,1250772,1649735,1566114,1104530,1144268,1103875,1134600,1129066,1318100,473389.1,641504.6,773717,539629.8,1173781,1352300,704664.2,1566755,1176348,916856,1977054,2055192,2076368,0,0,0
"HexCer(d18:1,22:0)[M+FA-H]-",3191805,3572753,3714022,2964742,3496527,2671758,1012898,2518734,2464690,3372763,3389979,2546313,3490035,3473687,2884125,2985745,2672280,2666078,3990908,4047450,4452304,3992097,4129505,3207714,2296867,3271435,2947922,3986522,4940968,4528913,5234408,4560290,4535794,7789028,8218634,8593660,0,3194.421,1438.015
"HexCer(m17:0,m26:2)[M+FA-H]-",271643.2,532363.3,544960.3,261232.1,524780.9,305362.5,133939.4,291680.1,298444.8,521397.6,525983.1,230551.9,485937.7,513666.4,272176.1,356176.1,297772.3,182472,193826.4,181061.9,132858.2,157418.4,212452.8,109340.8,112814.9,158788.1,145054.5,177895.2,228568,134044.3,263267.3,234563,177905.1,470666.8,504542.2,599880.9,0,0,0
"HexCer(d16:1,m18:1)[M+FA-H]-",290876.8,387859.5,371346.4,241793.4,322051.3,250462.3,77395.11,271143.6,218146.3,303430.2,352332.1,357815.8,258416,340777.2,279367.5,235846.7,201514.5,247064.2,32012.17,37932.5,35741.24,34837.53,38915.96,35276.72,25725.34,33654.14,34180.24,32834.38,38683.9,32149.27,55904.02,55646.26,44072.9,72068.45,59407.37,78330.45,0,0,0
"HexCer(d18:1,22:1)[M+FA-H]-",136644.1,167435.5,160016.7,120153.9,132096.3,132599.1,27294.71,79542.44,84546.59,157249.8,165172.1,158409.5,142298.5,151588.5,117925.3,91703.35,84649.47,81791.06,329917.9,291911.2,352790.1,320371.7,334707.4,221878.2,111351.1,160923.3,146743.5,330459.6,436522.4,417451.2,607567.4,525971.2,558286.2,1349073,1279032,1493260,1523.628,1414.801,1723.788
"LacCer(d18:1,16:0)[M-H]-",38668.88,38323.03,62501.28,55806.78,55671.45,44807.57,30311.09,39413.04,46155.43,48026.29,48903.97,52441.82,49238.21,70304.3,40972.01,48622.19,47334.64,54966.53,84324.45,104280.3,103136.2,76318.84,85489.32,77435.2,49311.55,54924.25,69744.54,104139.9,110073.2,115642.1,155795.9,191877,154205.3,548838.9,532832.2,543106.8,0,1556.403,2198.317
"LacCer(d18:2,m24:0)[M-H]-",380078.7,423036.7,413980.2,323157.8,373908.5,349894.7,177130.8,407340.9,373297.5,385034.6,390298.8,425354.2,375367.4,416638.8,354010.6,390496,355361.8,387915,0,0,0,1023.355,0,0,0,0,0,0,891.5314,1412.977,0,0,0,1246.61,1028.926,1081.92,0,0,0
"LacCer(d18:1,m16:0)[M+FA-H]-",632744.3,736292.8,761373.1,564528.2,702970.7,617604.9,287361.8,760387.2,620256.5,700974.3,739568.8,0,653519.4,726699.3,640688,680999.9,629944.4,712966.8,0,2065.397,0,0,0,0,0,0,0,0,0,6052.555,0,0,0,3553.238,0,2945.88,0,1185.365,1819.752
"LacCer(d18:1,22:0)[M+FA-H]-",59130.86,66646.91,69292.73,48798.08,57445.64,48083.74,24066.9,51389.17,43806.81,66331.38,58662.89,61093.94,62109.43,69279.55,59627.99,55003.33,50095.83,50724.34,237515.8,256385.9,287332.8,229031.5,263421.7,209345,130952.2,194388.9,181186.9,258296.6,304012.8,291337.7,388167.9,367154.8,334026.4,754365.1,843811.7,819628,0,0,0
"LacCer(d18:1,m24:0)[M+FA-H]-",449786.7,438079.7,849152.2,399265,777622,339652.3,299895.5,658878.4,581034.4,817356.8,815468.3,519150.6,759195.6,732902,480979.4,635970.5,586429,409120.8,28933.35,25440.53,4853.095,15149.99,22289.83,4727.289,14625.74,15348.07,15448.37,0,16680.39,8510.245,36495.29,43350.8,11355.57,110590.6,118984.5,111872.1,0,0,0
"LacCer(m18:1,m18:0)[M+FA-H]-",10833.92,12070.94,8283.497,0,11704.6,5259.253,7776.861,2174.069,0,15774.93,26650.32,9298.364,5110.588,16069.89,5569.484,11358.45,6979.372,5001.838,194773.5,217840.1,195862,223192.2,230341.6,233755.7,145730.3,175416.4,195328.3,264307.4,247087.5,266422.4,314583.4,343409.2,320309.8,579180.9,615698.9,576604.9,1789.661,2927.262,1561.634
"LacCer(m17:0,m24:1)[M+FA-H]-",51096.89,81576.41,91862.71,75806.06,104695.3,59854.63,33213,72931.3,60216.46,86750.84,81682.15,52301.43,79634.98,86909.95,52224.05,69168.87,66172.12,50659.28,171631.3,174596.6,115754,156797.3,179441.4,112499.3,95049.38,134537.6,163810.2,185349.1,228035.1,169433.6,276129.8,248596.6,225968.4,526788.7,540513,595457.3,0,0,0
"LacCer(m18:1,m24:1)[M+TFA-H]-",15434.91,9456.167,7002.127,10971.79,13386.12,10920.37,2064.656,6388.191,9685.302,10796.36,10461.21,11044.06,9917.805,15466.11,14842.11,8277.923,8526.054,7578.225,84264.69,96978.85,90605.2,87041.72,85022.93,75771.71,38331.14,57859.77,67841.43,96823.56,107109.9,104440.5,154276.6,133766.8,137429.4,415132,423136.4,449194.5,0,0,0
"LacCer(m18:1,m16:0)[M+TFA-H]-",87239.45,77214.81,84565.74,70995.99,68245.19,78761.9,30874.01,72753.91,69210.16,76460.34,74498.8,81165.66,76996.38,101971.9,74450.51,75711.88,81599.32,79881.07,162795.9,154439.1,149940,145291,133159,124051.4,92419.56,111580.8,104384.4,169100.5,177167.6,171342.4,232137.8,228706.8,228934.1,734134.3,711508,672358.7,0,1462.752,1388.482
"LacCer(d18:1,16:0)[M+Cl]-",183273.4,212794,209219.5,186105.7,231978.8,185367.6,59638.53,210056.7,185923.4,223111.1,204783.5,180606.2,201436.9,224379.4,218026.3,210399.9,222748.6,192393.3,484392.9,563267,598465.4,470145,544371.9,473729.8,251282,394263.8,402223.8,619661.8,686708.3,728270.8,880432.9,873656.2,851196,2598792,3104213,3088644,0,1561.99,4845.593
"LacCer(d18:2,m24:1)[M+FA-H]-",323854.2,344967.8,369125.9,325373,348606.6,337992,156386.9,387588.6,369881.7,337151.5,324285.8,380728.6,340893.8,355942.8,326579.6,380099.3,373057.5,361902.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LacCer(d18:1,24:1)[M+FA-H]-",103556.2,111120.9,99731.44,94912.51,108871.5,89578.66,33634.68,93199.48,69027.07,101761.8,101033,108497.9,89755.21,106403,96868.05,90125.71,76015.08,80066.21,607879.9,704242.5,744920.5,616402.1,661014.1,539883.6,324607.6,424263.6,507728.2,748035.4,836745.8,825150.9,1099508,1133599,997611.5,2999066,3336859,3318731,0,0,0
"LacCer(d18:1,16:0)[M+FA-H]-",729464.3,804159.2,799878.2,651208.9,829236.2,639497.3,339276.6,711433.5,627080.8,807140.8,783414.7,762823.2,765644.3,811508.8,794563,697865.2,682000.5,666852.7,1200366,1356749,1426565,1249425,1370674,1096696,770426,930329.9,983207,1486054,1598711,1715935,2389425,2229625,2126570,7587416,7787264,8279634,0,1343.792,1376.993
"Ceramide(d18:2,24:1)[M-H]-",67771.76,75469.05,99319.2,59970.57,77498.74,66978.12,12367.43,61732.68,51105.39,74849.14,69080.96,92213.25,76188.8,68054.09,78026.66,57386.64,62800.1,68485.1,150037.4,175950.7,203293.4,161072.2,176784.8,119517.1,82249.4,125462.1,130274.9,198421.9,197999.9,182126.6,249120,242599.1,214127.4,267980.6,328809.5,322865.7,1310.707,0,0
"Ceramide(d18:1,18:0)[M-H]-",17109.65,23890.21,20724.34,7587.792,21276.54,10434.67,0,13824.24,9264.419,18312.58,22890.82,23100.07,21470.31,20251.25,18830.2,15846.69,12064.82,19226.17,252989.1,294666,301166.4,260615.7,311244.3,226034.6,214585.2,289421.4,285037.1,153307.2,157355.2,165375,232593.2,217356.8,160200.4,285926,372756.2,326618.2,1732.356,0,0
"Ceramide(d18:2,16:0)[M-H]-",389231.8,458982.5,437915,360989.8,458420.7,500369.7,207909.7,545479.2,581767.8,357155.8,483681.3,546484.8,458278.4,483713.9,492994.3,633473,511244.9,570254.1,234606.5,232125.1,285627,243449.4,292301.9,222882.5,205774.9,218715.6,170302,241580.9,316841.1,320128.9,269893.5,317917.8,321899.3,358569.6,367173.1,334857.6,1421.307,0,0
"Ceramide(d18:1,24:0)[M-H]-",158559.1,154787.6,383030.7,157515.7,310097.3,109149.5,122485,340236.8,245522.4,290436.7,299344.8,113031.6,307717,345247.5,214632.3,298337.9,330266.2,167965,276069.7,291631.1,253472,295983.1,349589.6,163185.5,289694.4,325163.2,396459.6,201624.7,287050,157566.6,337545.9,317598.5,206430.7,297776.1,522266.9,270615.1,0,0,1570.926
"Ceramide(d18:1,24:1)[M-H]-",162157.7,151057.3,288727.2,93864.01,296302.9,172040.2,71393.94,161358.1,121622.4,264074.7,208870,135267.2,228723.2,258944.9,175314.4,145871.2,142693.6,138169.1,566249.9,720485.1,696447.3,656787.1,821157.7,390441.5,378067.5,601179.8,435987.4,614281.8,707940.8,436303.6,983754.8,858360.2,601265.2,1268457,1454281,1288564,0,1288.854,0
"Ceramide(d18:2,16:0)[M+FA-H]-",2.12E+07,2.53E+07,2.32E+07,2.09E+07,2.38E+07,2.36E+07,8766651,2.35E+07,2.98E+07,1.88E+07,2.46E+07,2.66E+07,2.20E+07,2.51E+07,2.53E+07,3.18E+07,2.98E+07,3.30E+07,1.25E+07,1.35E+07,1.30E+07,1.20E+07,1.33E+07,1.18E+07,1.10E+07,1.21E+07,1.23E+07,1.43E+07,1.56E+07,1.53E+07,1.73E+07,1.77E+07,1.57E+07,1.73E+07,1.60E+07,1.70E+07,1701.97,0,0
"Ceramide(d18:1,16:0)[M-H]-",1085645,1267774,1243875,989952.7,1182938,1066105,470212.2,1140283,1064070,1003442,1287471,1372072,1227995,1256950,1132912,1295422,1121932,1259886,1051083,1142990,1218860,1150477,1241714,993625.7,893687.9,1001580,1122130,1165478,1316509,1337616,1887019,1697310,1503785,2156313,2395309,2003248,6453.069,796.5327,720.0275
"Ceramide(d17:1,16:0)[M+FA-H]-",6721384,9350921,8565610,6881924,7341010,6825054,3185139,6836142,6767260,5962270,1.01E+07,8454813,8179928,8622488,6953836,8431142,7971454,8964540,5031522,5322334,5077056,4876618,5130432,3510252,3587489,3816232,4092319,5546096,6878334,6711064,9629525,9215984,7105854,1.33E+07,1.21E+07,1.36E+07,11368.43,0,0
"Ceramide(d18:1,24:1)[M+FA-H]-",1.16E+07,1.20E+07,2.47E+07,1.04E+07,2.42E+07,1.15E+07,5952398,1.43E+07,1.15E+07,2.19E+07,2.14E+07,1.08E+07,2.19E+07,2.11E+07,1.25E+07,1.41E+07,1.28E+07,9819461,5.73E+07,6.06E+07,5.58E+07,5.87E+07,6.96E+07,3.00E+07,3.94E+07,4.92E+07,3.10E+07,6.36E+07,6.54E+07,3.81E+07,8.47E+07,8.20E+07,5.11E+07,1.15E+08,1.12E+08,1.09E+08,5039.194,2359.469,15936.82
"Ceramide(d18:2,26:0)[M+FA-H]-",1177395,1081814,3252301,1108503,2954728,843180.3,1593965,4818536,4326326,2460748,2766844,786424.8,2819035,3021203,1065732,4848242,4646110,2107211,77301.9,74089.18,46000.52,77527.13,75047.19,38904.05,56909.83,91017.56,62182.48,75946.91,83737.6,52721.62,90240.47,112344.5,48806.88,134248.1,176863.8,89515.72,4210.936,0,0
"Ceramide(d18:2,24:1)[M+FA-H]-",5570740,6522142,7530000,4838526,6486546,5848348,1202508,5157659,4408288,5788268,6332942,6963700,6096230,6708320,5839792,5233004,4786666,5183942,1.26E+07,1.34E+07,1.48E+07,1.27E+07,1.52E+07,9594812,6974822,1.08E+07,1.05E+07,1.46E+07,1.74E+07,1.55E+07,2.10E+07,1.95E+07,1.63E+07,2.32E+07,2.66E+07,2.38E+07,0,0,0
"Ceramide(d18:1,17:0)[M+FA-H]-",604320.2,732524.1,699429.5,526866.4,680180.8,566600.8,156588.1,375379.3,393465,640512.1,692399.2,749419.9,622381.9,709293,610833.9,440535.2,432553,435149,1469699,1567721,1582362,1420983,1531835,1180619,838349.8,1009531,982345.5,1094004,1196031,1197864,1592403,1494784,1206133,1708243,1839299,1737553,8806.644,826.377,0
"Ceramide(d18:2,26:1)[M+FA-H]-",589810.8,569165.6,1585438,550892.4,1404599,539784.2,455627.9,1299625,1094924,1168670,1384407,586815.8,1253546,1317577,632904.9,1182307,1026082,613211.2,337095,393878.1,201660,299389.8,365068,115424.2,245672.4,300507.2,184373.2,413291.4,426444.8,214686.2,563359.2,632989.4,349811.3,713465.1,936252.5,700911.9,0,0,2218.332
"Ceramide(d18:1,20:0)[M+FA-H]-",326248.8,397663.7,469924.1,246666.9,344713.7,288759,83400.09,249877.3,227765.3,355294,386694.7,408416.2,335577.2,348846.7,308752.9,280676.7,252475.5,263953.6,639828.9,769469.3,803956.8,634630.2,756693.2,531582.6,357858.3,532491.4,550668.6,539267.9,731162.2,631021.7,853241.2,850483,674743.2,974101.1,1385990,1197160,8027.846,0,0
"Ceramide(d18:2,18:0)[M+FA-H]-",593675.9,708268.2,651001,498757.9,604640,612187.4,146951.7,558759.1,658707.1,487236.3,678995.7,731504.8,594767.3,665620.5,593296.6,676133.7,656317.1,762589.6,1.08E+07,1.19E+07,1.21E+07,1.15E+07,1.23E+07,9086943,8222456,1.10E+07,1.05E+07,5993116,6452576,6813444,8190130,7348320,7381920,9129715,1.03E+07,9015991,2588.563,0,787.4212
"Ceramide(d18:2,22:0)[M+FA-H]-",1347551,1368783,1715364,1008309,1335905,1140871,520958,1372667,1181997,1294757,1381867,1644661,1300628,1363542,1253062,1517992,1375443,1347734,1683129,1798052,1798058,1599462,1649720,1090581,804796.8,1110448,1131760,1389254,1605178,1454876,1723644,1669103,1216285,1743704,2115931,1757045,0,0,0
"Ceramide(d18:2,14:0)[M+FA-H]-",409037.7,512573.6,566665.8,309847,501328.5,399151.5,199058.8,400635.8,390704.9,313949.7,503089.8,524628,426117.1,463427.4,427902.9,470469.8,396788,484571,524459.9,581910.2,592829.9,530329.9,584315.4,404732.2,287241.2,371135.7,410648.5,484996,577084.3,585703.1,638883.7,658832.4,452170,848873,867404.3,777474.5,7329.188,670.3472,0
"Ceramide(d18:0,20:0)[M-H]-",70992.75,102424,138743.7,80613.16,99229.48,61417.25,17220.74,71298.42,50883.71,98922.96,95769,56792.19,106097.4,94496.82,53873.11,53441.31,41041.09,26055.55,43077.69,43252.38,47843.19,43307.14,57953.01,41128.98,4206.027,26766.76,21324.5,25841.56,55597.79,56170.48,89254.48,64146.88,62908.81,371468.5,448151.8,455737.4,45607.45,16031.47,0
"Ceramide(t18:0,24:1)[M+FA-H]-",176393.5,175231.3,234541.5,167550.1,205457.5,130424.9,50501.37,143956.2,105583.1,195537.5,193553.6,133186.7,205646.1,211587.2,175725.4,139555.8,115613.8,111919.8,273006.3,324816.3,333415.4,298126.6,352250.4,261291.1,175622.9,218871.2,241673.6,284311.5,314561.7,303860.9,376666.9,400146.9,300850.3,545617.2,736552.9,608158.5,24087.82,0,0
"Sulfatide(m18:0,m16:2)[M-H]-",132540.2,150948.6,160234.9,110573.6,126628.5,111777.3,36425.69,80320.65,73511.74,137157,151786.4,158666,133436.9,127873.4,123669.4,75888.97,68493.05,76077.29,11754.34,11091.34,16983.46,12322.09,17128.65,14804.17,6081.625,14680.6,12557.08,16998.11,12876.49,15827.86,18498.18,18442.71,19354.02,33762.18,29136.39,35577.84,0,0,0
"AcGM2(m14:0,m26:1)[M-H]-",16243.92,16150.61,13883.04,16776.39,19720.81,19476.81,11346.41,24863.22,22089,17447.05,16065.84,14529.24,18283.05,18629.11,18352.76,25943.98,20617.73,19586.01,747307.5,701202,777050.8,822534.2,855955.3,665634.1,568394.3,723104.2,768703.3,731055.1,833016,823550.7,905547.1,871939.1,731435.4,944725.8,1005289,907662.5,0,1103.581,1503.798
"AcGM2(m15:1,m19:0)[M-H]-",64137.52,64731.73,56158.27,77043.74,72300.47,80066.39,63176.69,122926.2,83112.94,57772.18,87149.25,72469.98,76052.98,81135.28,80165.86,106431.3,105000.8,93663.27,1143004,1196630,1273054,1252247,1445356,1051846,950278.2,1170615,1398599,1305406,1393695,1532606,1705328,1590980,1392512,2222645,2415555,2207026,0,0,0
"AcGM2(m18:1,m24:0)[M-H]-",42837.2,44466.61,50154.8,45450.36,56377.86,54848.22,29802.89,64671.72,66178.8,49672.32,46970.36,51082.85,53565.36,55416.32,50644.89,85827.23,77915.88,81347.21,1264754,1295399,1441078,1381622,1506457,1158048,980110.8,1213935,1370562,1392431,1464394,1498838,1568840,1585038,1451436,1894587,2139255,2023329,2184.353,0,0
"AcGM2(m14:2,m28:0)[M-H]-",24052.88,24625.1,20057.54,27481.67,29855.15,32045.09,13593.59,28252.11,25730.06,20937.19,24600.04,25148.07,30202.72,29779.79,23560.33,34967.23,29187.49,33039.37,0,2758424,2877800,2866879,3110991,2382259,1973691,2563875,2772380,2802533,3126013,3088787,3548370,3241991,2997491,4313056,4563383,4315022,0,0,0
"AcGM3(d18:1,m24:1)[M-H]-",711348.5,807041.8,857161.8,755323.4,856714.3,707965.2,427174.9,730125.1,636854.6,789610.6,823521.4,787695.5,797808.8,841995.9,798685.5,700152.4,657439.7,668589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AcGM3(d18:1,m24:0)[M-H]-",1092307,1145164,1187765,912676.1,1106608,991463.8,545872.1,994932,953065.7,1108179,1144242,1194603,1101450,1132813,1049133,1002736,927324.8,964640.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1256.358,1156.049,1168.595,0,0,1084.427
"AcGM3(d16:2,m26:0)[M-H]-",365152.9,363675.1,414302,311409.5,356112.1,314331.9,184389.5,342607.2,326326.2,359050.9,392118.7,391702.8,342661.8,359605.7,335339.2,352151.5,314959.1,296664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AcGM3(d15:1,19:0)[M-H]-",2105507,2226887,2121568,2041382,2481413,2175726,1399140,2112571,1848088,2135916,2186118,2158096,2567461,2457683,2340233,2319846,2020390,1963919,501504.2,502580.5,562662.5,526379.1,534185.4,459730.7,289061.5,352841.4,367881.7,496498.8,627960.9,537336.3,676250.4,604742.9,561302.9,1050932,992824.3,1000792,0,1059.719,0
"AcGM3(m16:2,m26:0)[M-H]-",448484.2,481859.3,508772.4,493260.1,531119.1,484538.6,187087.5,381117.7,336138,466837.1,488081.1,499796.1,540756.3,524536.4,491277.4,415499.8,384951.6,347168.8,626185.8,639436.3,657872.9,580162.4,644296.6,529746,300071.6,444778,452030,607608.8,689742.1,692172,727602.8,724890.3,601700.6,913976.8,981148.9,946546.1,0,1078.203,0
"GcGM2(m16:0,m26:2)[M-H]-",5640.096,4662.556,1152.335,7943.243,3849.986,8497.19,0,4283.041,7361.705,13644.73,3258.795,3029.934,7129.145,3668.918,4800.394,5645.159,4774.43,5445.828,103388,100138.1,110524.3,113687.5,113848,88728.46,78425.54,94226.91,109063.3,104678.5,118444.5,118592.9,130710.1,125215.1,103862.7,143822.7,149132,146966.8,0,2327.261,4206.914
"GcGM2(m16:0,m24:1)[M-H]-",8662.26,11000.03,4596.512,26525.22,14857.98,9822.952,2671.186,10894.22,11746.02,15839.59,8028.953,6461.017,8483.056,3445.302,10847.44,10795.04,6593.535,12464.19,27748.22,32028.93,29877.66,33384.64,24475.01,29174.89,32940.52,24014.56,31842.86,27311.11,37613.62,34043.8,38993.93,30441.88,22671.77,29380.44,30042.12,32249.01,2348.985,8371.12,13660.21
"GcGM2(m16:0,m26:1)[M-H]-",7351.076,9020.083,9856.918,12536.34,8254.231,14948.58,3177.725,10021.69,7149.324,12730.77,7574.285,6209.627,5746.127,9911.134,9383.034,9786.225,6806.857,9377.02,55660.39,53797.4,58310.63,56602.77,54274.12,41174.75,38829.98,50979.25,55600.47,55303.91,57243.38,55989.56,59973.3,63822.39,55147.51,76360.72,82619.68,62791.75,0,1453.325,2777.693
"PI_Cer(t19:0,m17:1)[M-H]-",3696183,4274768,4678230,2817302,4335152,3005427,2120987,5786858,4743678,4226386,4211472,5074396,4377774,4655058,4063905,5987876,4151371,5355376,1127015,1142438,1521780,1401882,1417501,988245.1,808886.6,1237623,1708282,1594901,1863337,1790794,3002028,2444023,2142546,4381734,5840060,5827440,0,0,0
LPE(20:4) [M-H]- SN2,9578.981,1918.068,14491.29,9454.043,29393.82,16191.86,28466.45,34903.33,11932.88,310740.5,23439.01,17733.5,48020.92,13425.47,23963.84,19260.34,9061.368,10833.21,27309.49,62496.13,43154.21,47076.39,46444.07,47719.32,28137.68,24194.1,67661.09,125363.6,119579.5,98013.12,205678.2,125679.2,172689.1,185928.4,236999.8,99436.56,1261.544,753.1169,750.3786
LPE(20:4) [M-H]- SN1,16087.25,12056.91,14461.41,15513.31,16291.01,10050.58,11536.94,14244.6,6579.568,2066225,19257.17,14577.87,22370.41,10407.58,13899.12,10360.21,8847.608,7781.41,16073.04,20006.46,15689.08,19413.78,12828.91,14574.56,12098.01,12378.01,30714.61,62553.43,77001.32,73060.52,133652,136891.9,196613,211318,184634.9,150137.2,1057.765,1325.312,783.0247
LPE(22:1) [M-H]-SN2,5141.133,2266.166,4208.13,793.8718,3082.827,2732.013,0,707.1044,883.6458,760965.3,4509.338,2118.682,4644.694,1063.39,1844.958,632.4106,1414.779,741.713,1852.587,2169.242,2490.154,1373.818,782.5943,811.3816,1885.466,1312.407,3199.892,8597.399,11206.16,10978.46,9674.616,12861.26,14604.26,25435.65,27168.87,25772.22,0,0,0
LPE(22:1) [M-H]-SN1,29767.53,33083.14,37519.8,19892.23,37738,26741.68,23828.28,29963.41,31964.09,1669238,34927.51,37008.46,52365.09,35125.76,25575.31,31815.76,32054.79,34606.34,40315.97,45591.88,57763.75,43705.59,51737.9,40307.35,31990.95,44523.7,58577.42,115045.8,130657.9,139536.6,169999,181473.9,149103.6,253307.5,261338,262407.8,1268.291,0,544.8884
LPE(16:1) [M-H]-SN2,45338.09,39513.62,53032.03,34956.88,58579.75,35061.48,59222.32,68001.98,29673.62,4244960,58174.99,43045.93,27641.9,41169.73,48405.03,35693.11,34453.39,35596.02,50648.19,90201.68,42989.53,65079.81,51371.04,46216.75,32184.34,28453.09,49208.93,167038,105381.5,149218.3,251233.5,265481.3,182991.3,400734.1,412772.1,245619.3,0,0,0
