compound,cjm_dmso_4hr_01,cjm_dmso_4hr_02,cjm_dmso_4hr_03,cjm_dmso_8hr_01,cjm_dmso_8hr_02,cjm_dmso_8hr_03,cjm_dmso_24hr_01,cjm_dmso_24hr_02,cjm_dmso_24hr_03,cjm_brd_4hr_01,cjm_brd_4hr_02,cjm_brd_4hr_03,cjm_brd_8hr_01,cjm_brd_8hr_02,cjm_brd_8hr_03,cjm_brd_24hr_01,cjm_brd_24hr_02,cjm_brd_24hr_03,639_dmso_4hr_01,639_dmso_4hr_02,639_dmso_4hr_03,639_dmso_8hr_01,639_dmso_8hr_02,639_dmso_8hr_03,639_dmso_24hr_01,639_dmso_24hr_02,639_dmso_24hr_03,639_brd_4hr_01,639_brd_4hr_02,639_brd_4hr_03,639_brd_8hr_01,639_brd_8hr_02,639_brd_8hr_03,639_brd_24hr_01,639_brd_24hr_02,639_brd_24hr_03,blank_01,blank_02,blank_03
Alkyl_LPC(18:1)[M],57830.92,82649.99,105092.7,41594.53,88198.66,70527.03,47963.73,65799.34,56726.61,40558.21,76090.15,81899.09,54830.97,81381.18,72643.55,47102.86,63222.94,59728.88,49447.69,74160.62,68180.3,45018.48,76069.91,50031.07,67424.2,73735.61,80381.38,84995.43,147824.6,104561,112064.7,206882.8,164545.6,356593.4,403473.3,491893.8,946.2348,0,0
Alkyl_LPC(20:1)[M+H]+,1170001,1126174,1747812,1132072,1209593,1357180,1274608,1197413,1387723,1038496,943019.8,1326360,1270241,1091094,1481106,1198110,1102393,1360465,1081354,1060461,1311172,1210851,1287113,1169677,816748.2,715629.4,1436436,1071989,1218789,1324939,1337321,1171761,1558912,2089590,2791763,2306756,10787.59,0,0
Alkyl_LPC(22:0)[M+H]+,998636.1,973067.5,951595.2,657662.1,744847.2,811811.6,727688.8,478544.7,777290.5,1033843,730444.2,770090.2,785622.3,800660.8,872143.5,829248.2,414897.8,810156.5,1232409,1025988,1454796,999034.2,742636.7,1107804,681871.5,582418.3,905589.5,1438498,1163732,1584978,1760308,1401785,1728276,1910856,1290662,2170477,34182.78,1639.896,1213.96
Alkyl_LPC(14:0)[M+H]+,60190.74,101386.9,112733.8,31184.28,57469.08,55935.52,32951.33,45402.48,51397.07,135042.2,99643.75,65614.63,44273.11,80945.66,75140.01,33037.61,55895.09,48496.76,41291.96,94108.75,59897.28,46588.55,62707.2,52881.88,30082.56,36677.02,42441.94,52934.72,113817.9,76487.45,62153.86,152750.1,152954.9,164062.3,197769.2,263089.1,903.5188,0,0
Alkyl_LPC(20:0)[M+H]+,603353.1,570352.4,753791,428580.2,433347.9,478204.1,552911.8,319692.6,523132.2,623604.1,471145.9,502213,526808.2,422950.4,543012.1,563715.8,535706.5,664760.4,543975.3,456048.8,674330.9,435166.7,342880.5,520002.2,346422.9,285777.5,569719.4,673069.8,792045.7,733343.8,800016.7,726310,970381.2,1006458,1164229,1095627,6018.269,0,0
Alkyl_LPC(16:0)[M+H]+,146203.1,110890.4,147085.7,70781.34,100891.2,95859.91,174885.7,219388.6,233718.3,139957.6,131872.6,138224.5,98577.69,129577.9,135254.2,215438.9,279188.7,295898.1,13057.57,14367.71,15419.99,9170.396,19185.62,13092.13,16304.99,18608.36,22079.29,28481.69,38255.32,37000.45,38126.51,48673.3,53219.64,65749.96,79823.26,91747.66,3965.878,5612.045,6837.374
Alkyl_LPE(18:2)[M+Na]+,42559.18,27283.56,29355.1,17841.49,29103.4,24467.69,22121.15,21009.62,21472.51,1265.906,28582.43,27197.7,29214.89,27708.37,33474.89,19523.37,27275.21,26751.87,53496.3,62665.55,85549.78,42537.2,64174.21,82669.09,80803.62,98808.34,128115.6,210650.2,365182,335445.7,443741.5,522173.2,525207.8,381721.6,679071.4,697979.1,0,0,824.478
Alkyl_LPE(20:1)[M+H]+,3289751,2945843,3476968,3111475,3004017,3387483,3326302,2228865,3117657,2727711,2645452,3142473,3398338,2953147,3353438,3520558,2705665,3278217,2834455,2478731,3396867,3163223,2577472,2879750,2783576,2319498,3954881,3510290,3620213,3869313,5893798,4533830,4867778,6112358,7557858,6746322,0,2750.434,0
Alkyl_LPE(18:2)[M+H]+,331378.2,282376.2,293054.4,149670,290304.9,208723.3,205767.6,192172.7,217031.8,32835.67,271962.7,235071.4,256713.7,299623.8,301932,180663.1,264846.8,244486.2,443551.1,537586.9,776134.2,378597.7,629142.2,758872.8,819508.5,867493.4,1281366,2159386,3328124,2913419,3886677,5211474,5125510,5049072,6118674,6762236,1374.024,689.0021,940.559
Alkyl_LPE(18:0)[M+H]+,97056.29,66719.91,105412.8,45926.84,55901.22,63866.58,39899.64,44439.46,50742.66,80781.49,82201.88,68709.44,84206.91,59316.27,82657.21,59094.2,75918.96,57590.07,102356.1,80557.79,140816.2,83041.79,124773.4,137404.7,117452.1,126199.5,232886.2,172108.8,260879.3,194655.6,198640.8,106915.1,149195.4,225361.5,260723.8,216661.7,0,0,0
Alkyl_LPE(22:2)[M+H]+,38286.22,32244.67,46058.37,26056.62,28899.31,44286.45,42891.23,39487.86,68570.68,27688.13,23122.82,27117.76,33998.85,34379.08,34945.94,49606.7,36931.14,29036.92,302481.8,260762.5,318240.9,364904.8,257064.3,294699.4,276847.9,235327.5,437823.4,613836.6,638070.6,696605.7,949763.7,930051.7,966581.4,1191953,1226190,1246995,0,1637.483,1432.492
Alkyl_LPE(17:1)[M+H]+,90292.59,70055.1,109526.8,56208.12,87041.79,67906.6,72718.52,67409.41,69632.19,17989.24,77678.52,69392.49,83170.03,80241.35,98426.12,66829.95,94474.66,88280.84,60025.69,66574.23,100273.6,57350.27,74460.59,80433.25,97708.5,96727.32,145462.3,217648.6,301475.9,264997.4,329776.4,411771.8,376420.6,314636.2,485534.8,498610.3,3319.079,5028.672,6135.693
Alkyl_LPE(18:1)[M+H]+,2069314,1392924,2423971,1421186,1394275,1804807,1709404,1891477,1838758,946186.4,1804018,1944798,1970086,1587652,2301966,1796515,2195485,2135437,2446955,2207949,2921745,2511556,2782257,3040861,2394112,2910033,4776654,6199406,7727936,7118258,9178098,9012845,1.05E+07,9393840,1.30E+07,9631039,3119.871,0,0
Alkyl_LPE(16:1)[M+Na]+,294929.6,180242.3,193822.5,115662.2,172149.2,155609,182779,184729.9,168048.4,20684.41,158814.5,163906.8,189617.3,182683.6,242601.1,170040.4,222853.9,211529.8,134441.7,160689,223939.1,101980.3,171279,210897.4,232841.5,235812,340672.4,534545.3,762808.3,671524.9,856531.9,1020864,1051579,921205.3,1388949,1499394,1687.597,0,0
"SM(d18:2,16:0)[2M+Na]+",352669.8,316810.1,301335,240102.7,296317.8,533667.6,450414.5,359495,533024.2,435971.1,294912,593313.1,383572.4,388964,542927.9,491512.7,316701.5,702002,35380.25,4709.578,90588.15,0,22110.22,27658.93,13782.8,4954.539,13594.98,57244.23,30284.24,37058.11,84635.48,41135.29,72232.3,148569.2,118223.2,159699.7,0,0,0
"SM(d21:0,m15:0)[M+H]+",3.38E+07,2.81E+07,3.46E+07,2.73E+07,2.71E+07,3.23E+07,3.91E+07,2.69E+07,4.44E+07,3.37E+07,2.60E+07,3.52E+07,3.23E+07,2.93E+07,3.55E+07,4.52E+07,2.62E+07,5.00E+07,1458601,1274980,1866677,1463192,1078252,1493851,1389932,1446782,2460329,1343792,1061267,1488425,1338138,1087750,1356562,1210156,1193967,1500176,12001.66,0,0
"SM(t21:0,m19:2)[M+H]+",5298832,4484246,5409420,4632022,4555222,5064336,5158579,3225848,5272700,5512502,4111332,5591114,5243972,4795984,5473408,5384228,3069790,5314060,2919631,2582773,3619967,3103669,2202100,2928006,2352162,2423076,3733918,3962978,3287702,4545588,6957748,5328261,6883170,1.17E+07,1.01E+07,1.24E+07,12509.32,1567.738,1131.698
"SM(d20:2,m2:0)[M+H]+",80134.3,100725,112659.8,32544.25,97893.65,63731.41,43786.12,41984.96,33986.67,70652.48,83057.41,62269.34,62411.54,90007.77,97037.93,26738.01,53515.72,39370.22,56782.04,150492.1,102644.2,37198.86,82381.12,115173.3,79457.51,65136.53,166080.9,258491.2,346991.8,253973.7,300743.2,509740.5,498366.5,575966.2,838006.8,846526.3,0,0,0
"SM(t21:2,m19:2)[M+H]+",4.73E+07,4.09E+07,3.56E+07,4.06E+07,3.64E+07,4.91E+07,3.57E+07,1.92E+07,3.39E+07,4.29E+07,3.03E+07,4.78E+07,4.90E+07,4.06E+07,4.90E+07,3.64E+07,1.55E+07,3.54E+07,2.99E+07,2.27E+07,3.98E+07,3.24E+07,1.88E+07,2.95E+07,1.58E+07,1.61E+07,2.66E+07,3.50E+07,2.10E+07,3.96E+07,6.07E+07,4.03E+07,5.58E+07,7.20E+07,5.11E+07,7.69E+07,4795.136,1377.092,1031.111
"HexCer(d18:2,m26:0)[M+H]+",607516.4,489938.4,744218.2,440493.4,379472.2,235548.8,481941.5,499836,443110.1,726531.1,541016.2,504205.5,507346.6,464732.1,0,402717.4,295829.5,354029.2,617668.8,582482.1,368901.9,550096.4,475901.9,541508.2,478835,438618,682677.8,504304.4,531345.3,652664.5,692982.1,760885.5,628182,1169664,1117632,1414381,19909.45,0,0
"HexCer(d18:2,m24:1)[M+H]+",3760309,3386519,3317217,3536530,3356476,4124991,3840947,2333997,3801530,3356346,2853207,3836109,3977820,3718572,4255448,3968655,2150630,3823765,326431.8,283355.1,442057.6,350324.1,254894,293582.4,302804.6,332639.2,556115.9,301275,220943.7,350934.8,342629.5,310179.5,364644.4,512087.8,440575,680520.6,12153.5,1460.757,1571.873
"HexCer(d18:1,20:0)[M+H]+",247843.5,209344.3,187973.3,183453.1,196153.3,201080.7,185512.4,97984.72,139981.9,235637.3,167125.9,239487.3,238112.7,198217.1,198747.7,160895.3,100657.9,142713.5,206274,157449.4,205597.5,179153,136070.9,138611.4,76872.78,81160.7,129786.2,178978,133163.2,194188.4,244084.4,254015.8,242031.7,503419.6,376022.3,626296.9,180976.3,1226.328,1316.547
"HexCer(d18:2,18:0)[M+H]+",257974.9,239908.3,167436.1,196679.1,205598.2,235545.3,259820.3,98390.51,185505.4,274834.3,189161.2,238322.2,260356.5,222804,241683.6,394436.5,84054.7,241792.1,1552070,996431.7,1776439,1476865,778041,1227356,919259.1,852968.5,1798383,1163531,815595.7,1198121,1402785,915562.7,1706223,1989146,863151.2,2500261,9105.464,0,0
"HexCer(d18:1,16:1)[M+H]+",3366162,2956368,2967807,2447031,2484472,2759156,2532868,1760846,2591038,3525455,2504740,3590968,3109410,2561393,2949763,2202953,1292761,2296767,15945.68,27465.21,52656.69,41268.42,30027.47,20855.44,28725.65,22380.87,23801.4,32611.13,19237.49,23856.17,53554.44,81212.31,55548.87,88108.95,48526.25,68115.77,5123.85,0,0
"HexCer(d18:0,24:1)[M+H]+",874128.9,1078640,1299270,843404.6,886558.8,775077.7,1093107,783199.9,1106390,1102909,884133.2,910519.8,932094.8,925761.3,885068.2,1282832,861428.8,1215648,398539.3,271443.7,349077,328014.5,181138,211114.4,99123.19,143866.4,141537.6,367276,317870.9,383871.7,402897.8,413652.8,380753.1,3490876,3143215,5035182,0,0,2280.596
"HexCer(d16:1,16:0)[M+H]+",515739.5,430541,409465.2,412919.6,396537.7,414522.8,305454.3,217637.1,322648,521243.3,364971.6,472552.1,461611.1,463712.3,440769.6,418294.4,215433.7,372046.4,160720.8,99526.68,190749.9,204682.3,123407.6,135658.5,103733.6,90392.43,124458.1,171754.8,162149.7,186103.6,328916.7,266813.9,380545.8,956355,896876,1140910,17709.48,0,0
"HexCer(d18:2,22:0)[M+H]+",480283.1,416313.9,450394.9,423417.3,384474.7,419636,431943.8,276609.3,418437.8,487114.2,335576.5,450327.5,446752.2,394081,433407.8,481124.9,271977.2,418622.2,132545.7,104517.6,148399.2,135857.9,91633.57,114549.6,75637.99,87412.88,94316.74,113920.9,81642.39,122232.3,165885.8,138542.2,164967.3,231668,175507.9,298985.1,36106.51,0,1518.783
"HexCer(d18:1,24:0)[M+H]+",2.32E+07,2.08E+07,2.75E+07,1.82E+07,2.19E+07,1.07E+07,2.04E+07,1.70E+07,1.70E+07,2.35E+07,1.78E+07,1.53E+07,2.27E+07,2.14E+07,1.25E+07,2.02E+07,1.57E+07,1.94E+07,1.32E+07,1.09E+07,6413402,1.42E+07,8938897,1.04E+07,7971772,7438502,9228535,8418115,8918191,1.12E+07,1.25E+07,1.66E+07,1.17E+07,2.94E+07,2.60E+07,4.09E+07,845563.2,17870.18,25278.65
"HexCer(d17:1,24:1)[M+H]+",157425,178827.7,228071.7,151896.5,139671,159024.8,97904.29,69678.16,121193.8,212918,152895.4,203482.4,192005.2,184369.4,154490.6,124576.9,76205.78,112208,189485.3,151042.2,213655.1,203782,139105.1,164227.3,93924.59,106661.7,104276,183392.7,150163,229232.2,303365.4,278531.6,293706.8,607322,428276.4,743746.2,13915.71,0,981.1078
"HexCer(d19:1,24:0)[M+H]+",1172643,999858.1,1466763,931874,995484.6,588255.9,910259.2,772742,598480.9,1376811,937212.5,792868.8,1096207,1140587,526291.6,977435.8,586583.6,630029.8,190418.4,139452.1,102497.4,200991.1,124276.7,164674.5,108967.4,105186.6,131050.3,119778.5,103549.9,153833.9,146367.1,251721.8,153756.2,440559.9,388930.1,496866.1,355924.2,9763.792,5956.453
"HexCer(d16:1,24:1)[M+H]+",130177.4,112656,130699.9,101950.2,97326.76,115190.6,64632.9,40357.23,72505.34,142263.3,87217.02,119652.5,102619,91141.72,91199.62,62627.98,44742.02,56997.32,236312.4,201438.5,313726.6,257198.3,146189.8,185903.6,82829.02,97572.91,117646.2,237758.6,233537.1,313726.5,449547.4,362374.5,426435.5,1002687,603275.6,1096755,20020.18,1501.908,1091.941
"HexCer(d18:1,26:0)[M+H]+",3200985,2794096,3639000,2928125,3350261,1573128,2808185,2952374,2768924,3627235,2623707,2756839,3269388,3283163,2060776,3201901,2046695,2554317,120221.6,92185.53,44271.09,117015.2,70896.34,93392.59,67718.7,57834.53,71567.09,61340.61,53773.72,96370.16,80945.16,149178.6,77073.54,328204.5,259566.8,390836.4,269061.2,9367.731,3463.436
"HexCer(d18:0,16:0)[M+H]+",2346610,1607476,2037936,1880914,1635444,2147467,1642309,911616.2,1742340,2751539,1538663,2632220,2176687,1904630,2226423,1692116,890703.4,1655028,550212.1,426690.1,658137.5,485447.1,253178.7,422882.3,153320.4,148508.5,288184,570541.5,358268.7,619428.8,663909.5,685789.9,732377.8,6522286,8665791,8049500,65428.51,0,0
"HexCer(d18:1,18:0)[M+H]+",309495.4,346504.2,251395.3,288805.1,293726,314174.7,239761.7,126273.2,265395.2,321946.8,227691.6,318013,387744.8,268112.1,293645.9,277626.5,190247.1,294918.2,4422744,3266586,5169768,4125961,2694077,3270641,2363724,2342225,3318351,3634683,2429954,3931400,4466180,2995187,4899858,7926952,5232082,8248534,103243.8,0,0
"HexCer(d18:2,16:0)[M+H]+",4600992,3954382,3958269,4159431,3909702,4684024,4343258,2897050,4149836,4722952,3486553,4708696,4790290,4251882,4760144,5339956,2400597,4797066,393002.3,322687.9,509873.6,443997.1,289350.8,484168.5,418592.2,366775,505230.5,427449.5,328928.3,425641.8,670493.2,569075,716036.7,1516041,979269.8,1551923,6883.061,0,0
"HexCer(d18:2,24:1)[M+H]+",1525643,1272758,1234782,1376092,1311103,1464473,1316495,729718.2,1226134,1538731,1269538,1562223,1525151,1407972,1411226,1415249,681316.4,1259009,844859.1,648149.3,1009274,980625.9,526579.8,849239.3,723070.5,687581.5,983518.2,818755.1,597133.4,941250.8,1226086,1044468,1223344,2032143,1436980,2536480,24869.15,1113.089,1265.505
"HexCer(d18:1,24:1)[M+H]+",2244606,1879920,2517155,1956284,1894816,2005847,1420705,885518.3,1325128,2257547,1843554,2310940,2289794,1883784,1903894,1553927,834422.2,1376896,3759410,2913391,4150975,3810626,2647537,3012261,2060588,2186646,2576099,3316783,2616728,4008962,5635378,5344226,5339142,1.18E+07,9047110,1.51E+07,13489.16,1418.66,1108.843
"HexCer(d18:1,16:0)[M+H]+",2.45E+07,1.99E+07,1.91E+07,1.96E+07,1.69E+07,2.22E+07,2.12E+07,1.24E+07,1.91E+07,2.31E+07,1.58E+07,2.37E+07,2.13E+07,1.76E+07,2.06E+07,2.25E+07,1.13E+07,2.10E+07,8272844,5366754,9220080,8361240,4915186,7752728,4734170,4283620,7516688,8574839,5731778,9602981,1.48E+07,1.08E+07,1.66E+07,3.68E+07,2.99E+07,3.53E+07,56651.66,2148.113,1708.545
"HexCer(m18:1,18:1)[M+H]+",103670.9,69782.8,87817.75,73080.41,73896.12,93377.25,90533.56,61568.27,58652.53,72154.45,64147.02,128786.8,96848.77,76118.79,49698.59,48024.21,58551.77,78371.91,991862.5,653366.1,969263.2,946882.1,558493.6,782556.5,520938.3,507643.2,768574.3,580348.6,524233.5,927957.2,954376.9,590880.9,1014817,1569944,1127814,1652495,29351.13,0,0
"HexCer(m18:2,16:0)[M+H]+",4775488,4224678,3841951,3661203,3603146,4726160,4124720,2784810,4324636,4748912,3269967,4915410,4054502,3798170,4640056,4744408,2497698,4518577,1727065,1279703,2037241,1552630,1212961,1587402,991069,1037476,1674642,1880291,1244718,2164167,3239946,2212043,3668910,8105582,6589748,7608944,22179.72,0,1238.824
"HexCer(d16:1,24:0)[M]",55126.72,58792.84,59037.45,60548.01,47166.84,42093.64,26482.66,13250.19,25770.04,64162.24,49137.44,69874.04,50058,55710.36,46440.11,26513.44,16750.51,28621.59,125219.3,90439.69,125935.5,110286.8,76934.8,98929.41,52602.56,51525.57,51415.23,121239.1,110513.5,146797.4,209512.6,181715.1,193085.5,461307.2,362810.8,593734.3,4512.205,0,0
"LacCer(d18:1,m24:0)[M+H]+",1374244,1226557,1297573,920685.3,1161444,626631.2,1009923,846063.2,921219.4,1320709,1158231,852582.8,1263538,1281628,983789.2,1058824,628074.6,1054886,14225.06,20974.59,0,6368.837,4878.254,8398.437,2197.02,0,0,17631.69,8016.555,3514.742,10171.58,15632.4,20470.85,16014.85,11934.51,60237.56,0,4766.667,5238.323
"LacCer(d18:1,m16:0)[M+H]+",684209.4,653948.8,604476.4,654557.3,608980.3,643362.8,689281.2,346653,622414.2,709571,572749.2,748120.8,722635.8,645206.9,555332,666129.8,433234.9,624248.4,15213.38,8281.453,29745.02,19929.61,14987.26,24079.23,12928.9,9415.944,4896.562,16961.22,11363.08,9281.607,0,8615.218,20473.11,49831.07,59423.7,26187.03,17034.91,1251.806,0
"LacCer(d18:2,24:1)[M+H]+",198867.2,157486,233783.2,194186.4,162383.6,187343.2,252141.6,165209.5,241612,208909.6,162583.5,166527,234796.8,200605.7,251334.5,292090.7,140958.2,256485.7,139649.5,102422.3,159740.6,112465.2,67708.42,119733.9,70363.35,49521.64,81722.95,139722.5,91832.5,142244.3,243051,195337.5,253092.8,600074,452767.3,666896.9,0,0,0
"LacCer(d18:2,m24:0)[M+H]+",417370,324920.9,451625,345392.6,322451,344749.4,398738.3,270396.1,381488.6,428993.2,321707.6,405597.3,378357.8,355145.5,363922.5,398166.9,250694,393997.2,0,0,0,4528.178,0,0,0,0,0,0,0,0,6550.377,0,0,0,0,2306.264,0,0,0
"LacCer(d18:1,24:1)[M+H]+",170549.9,139255.2,156552.6,140007.9,124648,130743.9,145163.1,79911.59,117514.9,150791.4,110966.8,157597.3,145024.3,119777.2,140721.7,125465.1,73126.71,131044.2,900636,865809.5,991939.7,842815.1,596159.8,847075.7,482800,431232.7,717434.6,1010694,742587.8,1043147,1554546,1488722,1496982,4022946,3529345,5080704,8523.154,1353.661,1420.629
"LacCer(d18:2,m16:0)[M+H]+",557685.4,502902.1,448535.5,408644.9,430723.8,466299.5,648105.8,417216.7,628711.2,600392.1,417265.4,473257.9,548345.4,450891.3,521663.7,614012.6,377604.4,550195.8,0,0,3198.194,2087.97,0,0,1701.528,1501.87,0,0,0,2758.599,0,0,3493.727,8493.797,10364.17,15260.42,0,0,912.4207
"LacCer(d17:1,24:0)[M+H]+",123401.3,110767.3,140142,93356.65,111379.3,79160.59,85909.57,73125.54,92761.32,130925.9,112812.6,86259.77,117922.9,91562.09,136089.7,110285.1,80526.99,102521.9,251285.4,236311.8,280097.5,297259.3,203399.2,223415.4,136935.8,127996,168687.9,263842,241030.3,322881.7,394171.4,464017.9,370563.2,916747.8,872576.8,1220013,17831.43,0,0
"LacCer(m18:2,24:0)[M+H]+",145432.3,106824.5,129506.8,68676.2,83516.17,56853.05,104054,104461.2,70042.8,117940.7,117292,87683.87,142247.4,107412.1,111365.9,130557.5,57378.89,95942.32,240882.5,237989.6,131926.6,266008.9,191296.9,222702.9,150501.8,156705.9,208956.9,191769.8,174853.2,229592.2,304199.5,484244.7,255291.2,1039083,1043712,1279601,43948.69,0,0
"LacCer(d18:1,m32:2)[M+K]+",1070162,1047753,1236284,875734.1,1018308,517198.6,963144.5,835134.9,766417,1128242,988060.5,671091.2,989317.2,1134840,859458.7,1211051,875728.6,1036730,115330.9,114973.5,68386.59,137576.8,116033.5,113707.7,56903.39,57258.52,33964.61,103071.5,103227.4,150815.7,131109.7,178026.5,150872.4,298286.1,330621.2,401473.2,10891.31,0,0
"Ceramide(t18:0,24:1)[M+H]+",172780.4,140508.9,124904.5,143835.3,165202,137884.9,118587.6,87216.22,113076.6,191842.4,135706.7,155518.2,164505,159544.4,190160.1,116942,72944.67,106564.5,221594.1,215052.2,320300,250428.9,185832.5,285765.1,172389.8,172028.6,257158.5,242480.3,190021,280311,336592.3,284054.5,278939,471650.8,463439.7,468166,0,19948.22,8627.239
"Ceramide(d18:0,24:1)[M+H]+",4542768,4294038,3717256,3746413,4560476,1952779,4112627,3329274,3742818,4707084,3677314,2653783,3853334,4085645,2112790,4108879,3315675,4968416,1.08E+07,1.17E+07,1.05E+07,1.34E+07,8779838,1.20E+07,9287381,8592349,1.17E+07,1.31E+07,9652270,1.38E+07,1.72E+07,1.66E+07,1.56E+07,2.20E+07,2.04E+07,2.36E+07,787001.2,6628.833,5605.642
"Ceramide(d18:1,16:0)[2M+H]+",357218.7,297487.1,279382.5,350411.8,240581.9,265943.7,307862.5,135663.5,357359.9,358839.4,263368,355842.3,366601.5,350641.9,356199.2,459418.2,168235.7,433947.5,380294.8,294095.4,486791.8,293725.5,225966.3,323219.3,282837.5,178883.2,352201.7,502497.8,187068.3,628583.2,1112708,671315.7,769368.2,1554917,953736.8,1311495,0,0,1353.13
"Ceramide(d18:0,16:0)[M+H]+",5191456,3643487,2934081,5650756,4902797,6443988,4343800,2636562,4887450,4944824,3911023,6303764,5944652,5133972,6184728,3919891,2027207,4033906,1902487,1715781,2301591,2290192,1257000,2287525,1520963,1173043,2313907,2752263,1703247,3534974,4836256,3554845,4939998,1.54E+07,1.09E+07,1.70E+07,1490844,3330.606,2817.869
"Ceramide(d18:1,16:0)[M+H]+",5.80E+07,4.38E+07,4.72E+07,4.36E+07,4.18E+07,5.29E+07,5.20E+07,2.64E+07,5.42E+07,5.40E+07,3.89E+07,5.85E+07,5.55E+07,4.58E+07,5.53E+07,5.77E+07,2.34E+07,6.27E+07,5.27E+07,4.25E+07,6.55E+07,5.07E+07,3.20E+07,5.25E+07,3.92E+07,3.31E+07,6.34E+07,5.74E+07,3.18E+07,6.98E+07,8.82E+07,6.73E+07,8.94E+07,1.02E+08,7.12E+07,9.92E+07,126069.3,4864.78,4149.773
"Ceramide(d17:1,24:1)[M+H]+",1554200,1362310,1182774,1003780,1111934,1132588,869147.7,595459.2,910122.7,1417847,1154613,1305230,1181641,1038464,1188236,821512.7,538689.5,1003487,2713218,2202786,3368605,2540194,1811269,2555630,1428897,1396187,2117946,2885227,2186512,3195651,3736229,3342034,3696692,5278547,4626610,5244884,0,2061.71,0
"Ceramide(d18:2,26:0)[M+H]+",4239428,3884026,4124387,3384636,3922530,2174236,6017260,5182522,6948686,4602422,3495623,3044561,4083617,4075101,2856112,6958530,4832840,7213052,102671.8,0,74339.49,0,84269.73,92515.55,109927.2,112447.2,138240.3,92688.44,91352.29,115674.2,131117.7,0,0,225666.8,208084.7,270842.3,202595.2,10603.06,2931.44
"Ceramide(d18:1,24:1)[M+H]+",4.15E+07,3.86E+07,3.42E+07,3.46E+07,3.75E+07,1.77E+07,2.27E+07,1.80E+07,1.84E+07,4.26E+07,3.52E+07,2.35E+07,3.65E+07,3.71E+07,2.74E+07,2.52E+07,1.37E+07,2.38E+07,9.62E+07,1.05E+08,9.40E+07,1.20E+08,7.84E+07,1.08E+08,8.54E+07,7.64E+07,1.04E+08,1.15E+08,8.69E+07,1.17E+08,1.52E+08,1.50E+08,1.36E+08,1.95E+08,1.85E+08,2.12E+08,350691.3,33910.82,30025.2
"Ceramide(d18:2,24:1)[M+H]+",4872220,3788001,4553046,3732881,3715979,4410032,3600424,2193899,4041873,4713834,3586280,4814004,4148435,3761789,4677214,3967243,2114657,4306328,7737770,6266844,9934053,7565298,5273964,7061590,4565711,4589268,7431406,8864063,6473620,9252179,1.21E+07,9414107,1.17E+07,1.18E+07,9506280,1.17E+07,30143.14,0,973.9465
"Ceramide(d16:1,24:0)[M+H]+",1.21E+07,1.07E+07,1.03E+07,8990160,1.07E+07,4010520,8349310,6730902,6786482,1.19E+07,9301745,7371744,1.13E+07,1.11E+07,9925309,8592533,5669616,8947033,2.38E+07,2.34E+07,2.21E+07,2.49E+07,1.71E+07,2.24E+07,1.63E+07,1.42E+07,2.04E+07,1.44E+07,1.32E+07,1.77E+07,2.00E+07,1.96E+07,1.70E+07,2.32E+07,2.44E+07,2.75E+07,1074586,57467.27,57496.83
"Ceramide(m17:2,24:1)[M+H]+",691245.7,615267.4,498654.6,432917.8,509352,564722.1,446716.5,276197.3,443138.2,632066,551857.1,755026.5,561804.4,514613.3,604468.6,435959.8,288045.7,529988.4,1209529,993552.3,1539086,1160278,793975.2,1080331,714234.2,605967.1,923337.5,1298543,1007566,1388926,1740262,1528020,1711370,2312630,2004161,2377120,0,0,1239.383
"Ceramide(d18:1,21:1)[M+NH4]+",5391162,4922068,4554454,3634635,4672720,1783921,3808266,2928816,3099040,5372045,4171229,2631996,4994924,4825180,4302284,3688803,2539564,4036718,1.05E+07,1.04E+07,9764568,9556619,7638348,9878820,7216708,6400174,9108607,6331248,5897064,7876952,8882736,8649196,7495286,1.02E+07,1.08E+07,1.23E+07,1490646,29566.97,33161.13
LCB(t18:0)[M+H]+,193435.9,638766.7,666838.8,257779.5,366553.2,441819.4,251382,664752.8,486467.2,544592.4,605782,796751.3,224964.6,413327,262521.2,376744.4,432108.8,453029.6,117598.9,276781.6,171929,288908.4,230355.8,106609.1,105413.8,128100.7,94539.56,79182.46,164550.7,183267.2,121224.4,311650.5,244842.7,273467.9,349552.6,291245.2,25072.55,32310.96,30687.24
LCB(d18:0)[M+H]+,1399330,2379415,2118483,998242.6,1930594,1653142,892397.8,1366754,1074939,1360703,2095789,2294592,1122539,1682839,1473889,844656.2,1293449,1104872,322286.8,522335.2,460767.3,307514,484345.4,354615.2,361574.4,368946.9,400082,439965,884459.4,785409.8,608628.8,1241660,1188171,1406454,2110773,1891241,86031.74,115443.3,105595.2
LCB(d18:1)[M+H]+,6265910,1.08E+07,2.53E+07,4695844,9906443,6991964,4512530,1.00E+07,8547437,5696556,1.01E+07,1.59E+07,5950318,8475551,7383954,4459420,7534138,6039902,2983346,8246924,2804858,6247094,3934564,3048596,2506159,2367543,2796539,3002203,6416744,7983878,3894197,1.64E+07,6341446,1.12E+07,1.69E+07,1.39E+07,7099.42,14087.76,16820.17
