compound,t.stat_cjm_4hr,p.val_cjm_4hr,p.adj_cjm_4hr,t.stat_cjm_8hr,p.val_cjm_8hr,p.adj_cjm_8hr,t.stat_cjm_24hr,p.val_cjm_24hr,p.adj_cjm_24hr,t.stat_639_4hr,p.val_639_4hr,p.adj_639_4hr,t.stat_639_8hr,p.val_639_8hr,p.adj_639_8hr,t.stat_639_24hr,p.val_639_24hr,p.adj_639_24hr
"PE(18:0,18:0)[M-H]-",-0.7563419336015936,0.4916883783122443,0.998796701739146,-0.12566578796708644,0.9065418088075232,0.993372249969978,1.5393487117666307,0.2815624002503128,0.772217470408182,-1.779248220283757,0.19711233671356804,0.48765364227403,-1.0771233528443704,0.34282866182250743,0.543446915777901,-2.730213034294338,0.059265576833630075,0.0929145307135299
"PE(18:0,22:5)[M-H]-",-0.4520215076889316,0.6804454657265657,0.998796701739146,0.4837534593795,0.6562240222644359,0.979260541873001,1.2723565730131376,0.40535903909108617,0.772217470408182,0.23818265706296712,0.8236170900066913,0.927798528243235,3.476266629505253,0.026020757611800928,0.117197378484319,5.046941514693238,0.018888260373312062,0.0459328149987362
"PE(22:6,24:0)[M-H]-",-0.006995799288685636,0.9947845219516234,0.998796701739146,-0.4408833552984317,0.6820829767288711,0.979260541873001,5.60665977504559,0.025020280169042564,0.772217470408182,0.3203555422008483,0.7674747877386859,0.897440648804366,-0.04311224102548657,0.9677711373125739,0.986898363410077,-0.5894859780826124,0.6025045257483079,0.651191760152212
"PE(14:0,16:0)[M-H]-2",-0.3354794612695141,0.7572280913863483,0.998796701739146,-0.7351657785410407,0.5081771085269821,0.979260541873001,1.5496529877664273,0.28636816152365563,0.772217470408182,0.6334828602987272,0.5618431751479529,0.823523558093575,2.6120522717235746,0.06491379978844956,0.185220708729709,2.7912725802352014,0.05006032011200314,0.0820912529039745
"PE(20:4,22:0)[M-H]-",0.5493560954200495,0.6208799724900138,0.998796701739146,-0.21859987769458963,0.8377017409551795,0.979260541873001,2.48231569737562,0.1351940959303042,0.772217470408182,-1.5437384559158915,0.24015876800741298,0.56168280167854,-0.1247000719589723,0.9092826274567309,0.953855305273237,0.23123634544769472,0.8309813885903489,0.852901760951245
"PE(16:1,18:1)[M+NaO2CH-H]-",-0.049214387383129284,0.9651311543568444,0.998796701739146,1.206019047832043,0.3016125872281315,0.979260541873001,1.2253705236340269,0.38180617792072186,0.772217470408182,2.0622513693957796,0.10918379690005713,0.368510407492474,4.26005306773343,0.013479502471357383,0.081001013124729,5.796273845633686,0.00443069260280863,0.0194105571108789
"PE(16:0,18:2)[M+NaO2CH-H]-",-0.4180367213696097,0.7157441981261456,0.998796701739146,-0.8562888175029933,0.4627446495756248,0.979260541873001,1.4205970670825676,0.31468813273368385,0.772217470408182,0.7214077946711405,0.5130415480322631,0.789862527186362,1.4766337407305588,0.22084508815310674,0.400515668345465,2.306582272705035,0.1433099711645004,0.18935558344418
"PE(16:0,18:2)[M-H]-",-0.07449285168772163,0.9441948786145551,0.998796701739146,0.20830760433519463,0.8537413174222447,0.979260541873001,1.2757396569732227,0.3995992986365892,0.772217470408182,-0.05906682219055769,0.9575299528385071,0.979834025595429,0.3564375653246442,0.741590372649013,0.851457491364084,-0.3312656103410261,0.7604359151772179,0.788054653016584
"PE(16:1,18:1)[M-H]-",0.08257474195810911,0.9387627026367967,0.998796701739146,-0.7420913301783774,0.5056536656959701,0.979260541873001,1.2277341432393556,0.37284138302847536,0.772217470408182,0.9089399315259892,0.4182720706338262,0.731733298558154,2.8742077126707275,0.05722570679737372,0.167757551433397,3.1758118322426894,0.03846714608096588,0.0706606803547356
"PE(16:1,18:2)[M-H]-",0.1552451917883908,0.8844388123142009,0.998796701739146,-0.593969842982632,0.5987493103910169,0.979260541873001,1.1557489529006573,0.41830091499820743,0.772217470408182,-0.6395301174745424,0.5738460933416185,0.828619605685442,0.08656848635187386,0.9352127217072713,0.968942943335923,-1.3741398465415557,0.2432691494403367,0.299193091840414
