compound,logFC,AveExpr,t,P.Value,adj.P.Val,B
QI7233,-1.9794199458568436,16.609769277677863,-29.901813645999376,1.420847685932165e-29,1.838164401429338e-27,57.41206593064675
QI330,4.460447837194268,12.052597314631418,29.813332956434174,1.5970472818959017e-29,2.0333200393788933e-27,57.29507622478263
QI7677,2.8424590608535123,11.124253086246167,29.03738820883967,4.513768557039362e-29,5.657021499376988e-27,56.25473383958844
QI1260,-2.443730033636692,15.120575101085334,-28.822654724724384,6.044326436097615e-29,7.458698822144458e-27,55.96217465144129
QI1236,-4.862984024529176,11.629007426590691,-28.571693556572995,8.523965506917812e-29,1.0359201110755723e-26,55.61763775961208
QI7392,6.200687837254122,12.868029231403714,28.40346787354028,1.07493922676857e-28,1.2868787370015971e-26,55.38508543632729
QI7639,6.144603558467617,12.444238177013528,28.214425244111652,1.397136484684408e-28,1.648004668184358e-26,55.12220501443069
QI648,1.846204590924712,10.766735395699742,28.100827250944715,1.6367705535004502e-28,1.9026864651633494e-26,54.96344013287596
QI232,10.06156816902196,14.22849769277823,27.99140838445042,1.9074155679193603e-28,2.1856257528973128e-26,54.80994580296793
sphingosine,-2.822894997828122,16.669419538213997,-27.407418503019333,4.356647069754944e-28,4.921783964296395e-26,53.98110177223728
QI1242,-4.667254345730941,11.24124790737578,-27.151869965205307,6.284712672457398e-28,7.001344492469554e-26,53.61321623032795
QI1367,-3.8923011222346187,11.035746646709732,-26.981481435235477,8.037785452278787e-28,8.831654399003857e-26,53.366134510411726
QI233,6.756350704996521,13.131391732014972,26.3336323936595,2.074869470749197e-27,2.248990273632339e-25,52.41330828525233
QI316,3.844589233230149,11.476672873347951,26.01759410734188,3.320412423445668e-27,3.551070406461027e-25,51.940627727935905
QI1238,-3.5091293797107177,11.985253101538964,-25.492061575039155,7.339702287102763e-27,7.746283163796218e-25,51.142842840535465
QI252,-1.6620176688281312,13.11848568128122,-25.273006585167284,1.0259509994825514e-26,1.068721164525915e-24,50.80586688967628
QI1241,-4.248697276902334,12.493013693969855,-24.953947434878415,1.678711495368881e-26,1.726274987737666e-24,50.310274678213915
QI6753,-4.7242189061527515,11.932283871068174,-24.569720727715765,3.0599618639180005e-26,3.10682963423877e-24,49.70578991522409
QI7727,-2.3110595109248084,13.707861840636523,-24.391132850068825,4.0562552534252385e-26,4.06690292346548e-24,49.42192033102516
QI309,-3.4784043995263776,12.18053097504598,-24.1046377199904,6.399438870959078e-26,6.337024590612688e-24,48.96260659413545
QI1259,-3.373543278098497,15.061427947834023,-23.90369638814958,8.835947657577126e-26,8.643065385539772e-24,48.637528762496416
QI319,3.4219211977501605,11.468794669529467,23.893650032926633,8.980179996466597e-26,8.67831611465766e-24,48.62121203229465
QI6814,-4.9325104009554614,12.04714092909305,-23.643864117554582,1.345711629223661e-25,1.2849944021432125e-23,48.213544717923426
QI7415,-2.712180000355719,13.455834580645373,-22.812157574720825,5.31689403463083e-25,5.017271417855751e-23,46.82805477586966
QI167,1.7041991158996304,10.811014530546672,22.52852139805926,8.578835470537588e-25,8.001260384788603e-23,46.34538296135722
QI1234,-2.225080048540182,11.930344449289612,-22.289147980870762,1.2897925999272245e-24,1.189129476323709e-22,45.93388391612132
